Time (fs)	,	Dipole 10A	,	Dipole 3A	,	3A-10A
435.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
435.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
435.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
435.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
436.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
436.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
436.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
436.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
436.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
437.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
437.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
437.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
437.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
437.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
438.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
438.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
438.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
438.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
438.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
439.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
439.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
439.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
439.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
439.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
440.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
440.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
440.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
440.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
440.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
441.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
441.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
441.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
441.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
441.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
442.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
442.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
442.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
442.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
442.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
443.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
443.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
443.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
443.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
443.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
444.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
444.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
444.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
444.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
444.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
445.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
445.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
445.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
445.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
445.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
446.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
446.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
446.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
446.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
446.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
447.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
447.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
447.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
447.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
447.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
448.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
448.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
448.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
448.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
448.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
449.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
449.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
449.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
449.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
449.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
450.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
450.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
450.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
450.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
450.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
451.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
451.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
451.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
451.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
451.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
452.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
452.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
452.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
452.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
452.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
453.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
453.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
453.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
453.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
453.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
454.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
454.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
454.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
454.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
454.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
455.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
455.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
455.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
455.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
455.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
456.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
456.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
456.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
456.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
456.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
457.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
457.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
457.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
457.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
457.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
458.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
458.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
458.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
458.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
458.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
459.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
459.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
459.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
459.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
459.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
460.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
460.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
460.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
460.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
460.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
461.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
461.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
461.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
461.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
461.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
462.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
462.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
462.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
462.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
462.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
463.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
463.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
463.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
463.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
463.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
464.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
464.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
464.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
464.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
464.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
465.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
465.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
465.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
465.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
465.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
466.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
466.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
466.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
466.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
466.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
467.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
467.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
467.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
467.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
467.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
468.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
468.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
468.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
468.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
468.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
469.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
469.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
469.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
469.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
469.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
470.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
470.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
470.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
470.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
470.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
471.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
471.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
471.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
471.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
471.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
472.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
472.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
472.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
472.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
472.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
473.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
473.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
473.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
473.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
473.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
474.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
474.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
474.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
474.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
474.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
475.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
475.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
475.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
475.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
475.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
476.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
476.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
476.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
476.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
476.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
477.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
477.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
477.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
477.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
477.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
478.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
478.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
478.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
478.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
478.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
479.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
479.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
479.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
479.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
479.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
480.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
480.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
480.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
480.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
480.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
481.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
481.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
481.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
481.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
481.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
482.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
482.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
482.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
482.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
482.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
483.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
483.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
483.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
483.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
483.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
484.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
484.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
484.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
484.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
484.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
485.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
485.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
485.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
485.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
485.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
486.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
486.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
486.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
486.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
486.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
487.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
487.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
487.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
487.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
487.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
488.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
488.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
488.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
488.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
488.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
489.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
489.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
489.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
489.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
489.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
490.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
490.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
490.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
490.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
490.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
491.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
491.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
491.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
491.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
491.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
492.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
492.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
492.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
492.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
492.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
493.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
493.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
493.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
493.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
493.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
494.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
494.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
494.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
494.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
494.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
495.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
495.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
495.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
495.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
495.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
496.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
496.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
496.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
496.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
496.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
497.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
497.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
497.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
497.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
497.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
498.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
498.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
498.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
498.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
498.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
499.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
499.20	,	5.35E+01	,	2.02E+01	,	-3.33E+01
499.40	,	5.35E+01	,	2.02E+01	,	-3.33E+01
499.60	,	5.35E+01	,	2.02E+01	,	-3.33E+01
499.80	,	5.35E+01	,	2.02E+01	,	-3.33E+01
500.00	,	5.35E+01	,	2.02E+01	,	-3.33E+01
500.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
500.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
500.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
500.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
501.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
501.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
501.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
501.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
501.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
502.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
502.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
502.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
502.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
502.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
503.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
503.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
503.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
503.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
503.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
504.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
504.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
504.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
504.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
504.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
505.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
505.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
505.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
505.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
505.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
506.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
506.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
506.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
506.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
506.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
507.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
507.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
507.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
507.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
507.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
508.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
508.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
508.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
508.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
508.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
509.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
509.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
509.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
509.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
509.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
510.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
510.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
510.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
510.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
510.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
511.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
511.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
511.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
511.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
511.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
512.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
512.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
512.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
512.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
512.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
513.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
513.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
513.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
513.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
513.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
514.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
514.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
514.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
514.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
514.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
515.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
515.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
515.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
515.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
515.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
516.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
516.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
516.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
516.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
516.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
517.00	,	5.35E+01	,	2.03E+01	,	-3.32E+01
517.20	,	5.35E+01	,	2.03E+01	,	-3.32E+01
517.40	,	5.35E+01	,	2.03E+01	,	-3.32E+01
517.60	,	5.35E+01	,	2.03E+01	,	-3.32E+01
517.80	,	5.35E+01	,	2.03E+01	,	-3.32E+01
518.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
518.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
518.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
518.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
518.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
519.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
519.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
519.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
519.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
519.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
520.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
520.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
520.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
520.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
520.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
521.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
521.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
521.40	,	5.35E+01	,	2.02E+01	,	-3.32E+01
521.60	,	5.35E+01	,	2.02E+01	,	-3.32E+01
521.80	,	5.35E+01	,	2.02E+01	,	-3.32E+01
522.00	,	5.35E+01	,	2.02E+01	,	-3.32E+01
522.20	,	5.35E+01	,	2.02E+01	,	-3.32E+01
